user_id,variant,segment,started_test,completed_test,viewed_report,purchased,refunded
control_3622,control,new,True,True,True,False,False
control_3623,control,returning,True,True,True,True,False
control_3624,control,returning,True,False,False,False,False
control_3625,control,new,True,True,True,True,False
control_3626,control,returning,False,False,False,False,False
control_3627,control,returning,False,False,False,False,False
control_3628,control,returning,True,True,True,False,False
control_3629,control,new,False,False,False,False,False
control_3630,control,new,True,True,True,False,False
control_3631,control,returning,True,True,True,False,False
control_3632,control,new,False,False,False,False,False
control_3633,control,new,True,True,True,True,False
control_3634,control,new,True,True,True,False,False
control_3635,control,new,True,True,False,False,False
control_3636,control,returning,True,True,True,False,False
control_3637,control,new,False,False,False,False,False
control_3638,control,returning,True,False,False,False,False
control_3639,control,new,True,False,False,False,False
control_3640,control,new,True,True,True,False,False
control_3641,control,new,False,False,False,False,False
control_3642,control,returning,True,True,True,False,False
control_3643,control,new,True,True,True,True,False
control_3644,control,new,True,True,True,True,False
control_3645,control,returning,True,True,True,False,False
control_3646,control,new,True,True,True,False,False
control_3647,control,new,True,True,True,False,False
control_3648,control,new,True,True,True,False,False
control_3649,control,returning,True,False,False,False,False
control_3650,control,new,False,False,False,False,False
control_3651,control,new,True,True,True,False,False
control_3652,control,new,True,True,True,False,False
control_3653,control,new,True,True,True,False,False
control_3654,control,new,True,True,True,False,False
control_3655,control,new,False,False,False,False,False
control_3656,control,new,False,False,False,False,False
control_3657,control,new,False,False,False,False,False
control_3658,control,returning,True,True,True,False,False
control_3659,control,new,True,False,False,False,False
control_3660,control,new,True,True,False,False,False
control_3661,control,returning,False,False,False,False,False
control_3662,control,returning,True,True,False,False,False
control_3663,control,returning,False,False,False,False,False
control_3664,control,new,True,True,True,False,False
control_3665,control,new,True,True,True,False,False
control_3666,control,new,False,False,False,False,False
control_3667,control,new,True,False,False,False,False
control_3668,control,new,True,True,True,False,False
control_3669,control,new,True,True,True,True,False
control_3670,control,new,False,False,False,False,False
control_3671,control,returning,True,True,True,False,False
control_3672,control,new,False,False,False,False,False
control_3673,control,new,True,True,True,False,False
control_3674,control,returning,True,True,True,False,False
control_3675,control,returning,True,True,True,True,False
control_3676,control,new,True,True,True,False,False
control_3677,control,new,False,False,False,False,False
control_3678,control,new,False,False,False,False,False
control_3679,control,new,False,False,False,False,False
control_3680,control,returning,False,False,False,False,False
control_3681,control,new,True,True,True,False,False
control_3682,control,new,True,False,False,False,False
control_3683,control,new,False,False,False,False,False
control_3684,control,new,True,False,False,False,False
control_3685,control,new,False,False,False,False,False
control_3686,control,new,True,True,False,False,False
control_3687,control,returning,True,True,True,False,False
control_3688,control,returning,True,True,True,True,False
control_3689,control,new,True,True,False,False,False
control_3690,control,new,True,True,True,False,False
control_3691,control,returning,True,True,True,False,False
control_3692,control,new,True,True,True,False,False
control_3693,control,new,True,True,True,False,False
control_3694,control,returning,True,True,True,False,False
control_3695,control,new,True,False,False,False,False
control_3696,control,new,True,True,False,False,False
control_3697,control,new,False,False,False,False,False
control_3698,control,new,True,False,False,False,False
control_3699,control,new,True,False,False,False,False
control_3700,control,returning,True,True,False,False,False
control_3701,control,new,True,True,False,False,False
control_3702,control,new,True,True,True,False,False
control_3703,control,returning,True,True,True,True,False
control_3704,control,new,True,True,True,False,False
control_3705,control,new,True,True,True,False,False
control_3706,control,new,True,True,True,False,False
control_3707,control,returning,True,True,False,False,False
control_3708,control,new,True,True,True,False,False
control_3709,control,returning,True,True,True,False,False
control_3710,control,returning,True,True,False,False,False
control_3711,control,returning,False,False,False,False,False
control_3712,control,returning,True,True,True,False,False
control_3713,control,returning,True,True,True,False,False
control_3714,control,returning,True,False,False,False,False
control_3715,control,returning,True,False,False,False,False
control_3716,control,returning,True,True,True,False,False
control_3717,control,returning,False,False,False,False,False
control_3718,control,returning,False,False,False,False,False
control_3719,control,new,True,False,False,False,False
control_3720,control,returning,True,True,True,False,False
control_3721,control,new,False,False,False,False,False
control_3722,control,returning,True,True,True,False,False
control_3723,control,new,True,True,True,False,False
control_3724,control,returning,False,False,False,False,False
control_3725,control,returning,True,True,True,False,False
control_3726,control,returning,True,True,True,False,False
control_3727,control,new,True,True,True,False,False
control_3728,control,returning,True,True,False,False,False
control_3729,control,returning,True,True,False,False,False
control_3730,control,returning,True,False,False,False,False
control_3731,control,returning,True,True,True,False,False
control_3732,control,new,True,False,False,False,False
control_3733,control,new,True,True,True,False,False
control_3734,control,new,False,False,False,False,False
control_3735,control,returning,True,False,False,False,False
control_3736,control,new,True,False,False,False,False
control_3737,control,returning,True,False,False,False,False
control_3738,control,returning,True,True,True,False,False
control_3739,control,new,True,True,True,False,False
control_3740,control,new,True,True,True,False,False
control_3741,control,new,True,True,True,False,False
control_3742,control,returning,False,False,False,False,False
control_3743,control,new,False,False,False,False,False
control_3744,control,new,False,False,False,False,False
control_3745,control,returning,True,False,False,False,False
control_3746,control,new,True,True,True,False,False
control_3747,control,returning,True,True,True,False,False
control_3748,control,new,True,True,True,False,False
control_3749,control,new,False,False,False,False,False
control_3750,control,new,False,False,False,False,False
control_3751,control,new,True,True,True,False,False
control_3752,control,new,False,False,False,False,False
control_3753,control,returning,False,False,False,False,False
control_3754,control,new,True,True,True,False,False
control_3755,control,new,False,False,False,False,False
control_3756,control,new,True,False,False,False,False
control_3757,control,new,True,True,True,False,False
control_3758,control,returning,True,True,True,False,False
control_3759,control,new,True,True,True,False,False
control_3760,control,returning,True,True,True,False,False
control_3761,control,new,False,False,False,False,False
control_3762,control,new,True,True,True,False,False
control_3763,control,new,True,True,True,False,False
control_3764,control,new,True,False,False,False,False
control_3765,control,returning,True,True,True,False,False
control_3766,control,new,True,True,True,False,False
control_3767,control,new,True,True,True,False,False
control_3768,control,returning,False,False,False,False,False
control_3769,control,returning,True,True,True,True,False
control_3770,control,returning,True,True,False,False,False
control_3771,control,returning,True,True,True,True,False
control_3772,control,returning,True,True,True,False,False
control_3773,control,returning,False,False,False,False,False
control_3774,control,returning,True,True,True,True,False
control_3775,control,new,True,True,True,True,True
control_3776,control,returning,True,True,True,False,False
control_3777,control,new,False,False,False,False,False
control_3778,control,returning,True,True,True,True,False
control_3779,control,returning,True,False,False,False,False
control_3780,control,new,False,False,False,False,False
control_3781,control,returning,True,True,True,False,False
control_3782,control,returning,True,True,True,False,False
control_3783,control,new,True,True,True,False,False
control_3784,control,new,True,True,True,True,False
control_3785,control,returning,False,False,False,False,False
control_3786,control,returning,True,True,False,False,False
control_3787,control,new,False,False,False,False,False
control_3788,control,new,True,True,True,False,False
control_3789,control,returning,True,True,True,False,False
control_3790,control,new,True,True,True,True,False
control_3791,control,new,True,True,True,False,False
control_3792,control,new,True,True,False,False,False
control_3793,control,new,True,True,True,True,True
control_3794,control,new,True,True,True,False,False
control_3795,control,returning,True,True,True,False,False
control_3796,control,returning,True,True,True,False,False
control_3797,control,returning,False,False,False,False,False
control_3798,control,new,True,True,True,False,False
control_3799,control,new,True,True,False,False,False
control_3800,control,new,True,True,True,False,False
control_3801,control,new,False,False,False,False,False
control_3802,control,new,True,True,True,False,False
control_3803,control,new,True,True,False,False,False
control_3804,control,new,True,True,True,True,False
control_3805,control,new,True,True,True,False,False
control_3806,control,returning,False,False,False,False,False
control_3807,control,returning,True,True,True,False,False
control_3808,control,returning,False,False,False,False,False
control_3809,control,returning,True,False,False,False,False
control_3810,control,new,True,False,False,False,False
control_3811,control,new,True,True,True,False,False
control_3812,control,new,True,False,False,False,False
control_3813,control,new,True,False,False,False,False
control_3814,control,new,True,True,True,False,False
control_3815,control,new,True,True,True,False,False
control_3816,control,new,True,True,True,False,False
control_3817,control,new,True,True,True,False,False
control_3818,control,returning,False,False,False,False,False
control_3819,control,returning,True,True,True,False,False
control_3820,control,returning,True,True,True,False,False
control_3821,control,returning,True,True,True,True,False
control_3822,control,new,True,True,True,True,False
control_3823,control,new,True,True,True,False,False
control_3824,control,returning,False,False,False,False,False
control_3825,control,new,True,True,True,False,False
control_3826,control,new,False,False,False,False,False
control_3827,control,new,True,True,True,False,False
control_3828,control,returning,False,False,False,False,False
control_3829,control,returning,True,True,True,False,False
control_3830,control,new,False,False,False,False,False
control_3831,control,returning,True,True,True,False,False
control_3832,control,new,True,True,False,False,False
control_3833,control,new,True,True,True,False,False
control_3834,control,new,True,True,True,False,False
control_3835,control,new,True,False,False,False,False
control_3836,control,returning,True,True,True,False,False
control_3837,control,new,True,False,False,False,False
control_3838,control,returning,True,True,False,False,False
control_3839,control,new,True,True,True,False,False
control_3840,control,returning,False,False,False,False,False
control_3841,control,returning,True,False,False,False,False
control_3842,control,returning,True,True,True,False,False
control_3843,control,returning,True,True,True,False,False
control_3844,control,returning,True,True,False,False,False
control_3845,control,new,True,True,True,False,False
control_3846,control,returning,True,True,True,False,False
control_3847,control,returning,True,True,True,False,False
control_3848,control,new,True,True,False,False,False
control_3849,control,new,True,True,False,False,False
control_3850,control,new,True,True,True,False,False
control_3851,control,new,False,False,False,False,False
control_3852,control,new,True,True,True,False,False
control_3853,control,new,True,False,False,False,False
control_3854,control,returning,True,True,False,False,False
control_3855,control,new,False,False,False,False,False
control_3856,control,returning,True,True,True,False,False
control_3857,control,new,True,True,True,False,False
control_3858,control,returning,False,False,False,False,False
control_3859,control,new,True,True,False,False,False
control_3860,control,new,True,False,False,False,False
control_3861,control,new,True,False,False,False,False
control_3862,control,returning,True,False,False,False,False
control_3863,control,new,True,False,False,False,False
control_3864,control,returning,True,True,True,False,False
control_3865,control,new,True,True,True,False,False
control_3866,control,new,True,True,True,False,False
control_3867,control,new,True,True,True,False,False
control_3868,control,returning,True,True,True,False,False
control_3869,control,new,True,True,False,False,False
control_3870,control,new,True,True,True,False,False
control_3871,control,new,True,True,False,False,False
control_3872,control,new,True,True,True,False,False
control_3873,control,new,True,True,True,False,False
control_3874,control,returning,True,True,False,False,False
control_3875,control,new,True,True,True,False,False
control_3876,control,new,True,True,True,False,False
control_3877,control,returning,False,False,False,False,False
control_3878,control,new,False,False,False,False,False
control_3879,control,new,False,False,False,False,False
control_3880,control,returning,True,True,True,True,False
control_3881,control,returning,True,False,False,False,False
control_3882,control,returning,True,True,True,True,False
control_3883,control,new,True,False,False,False,False
control_3884,control,returning,True,True,True,False,False
control_3885,control,new,True,True,True,True,False
control_3886,control,returning,True,False,False,False,False
control_3887,control,returning,True,True,True,False,False
control_3888,control,returning,True,True,False,False,False
control_3889,control,new,True,True,True,True,False
control_3890,control,new,True,True,True,False,False
control_3891,control,returning,False,False,False,False,False
control_3892,control,new,True,True,True,False,False
control_3893,control,new,True,True,True,False,False
control_3894,control,returning,True,True,True,False,False
control_3895,control,returning,True,True,True,False,False
control_3896,control,new,True,True,True,False,False
control_3897,control,new,True,True,True,False,False
control_3898,control,new,False,False,False,False,False
control_3899,control,new,True,False,False,False,False
control_3900,control,new,True,True,True,False,False
control_3901,control,returning,True,True,True,False,False
control_3902,control,returning,False,False,False,False,False
control_3903,control,new,True,True,False,False,False
control_3904,control,new,False,False,False,False,False
control_3905,control,returning,True,True,True,False,False
control_3906,control,returning,True,True,True,False,False
control_3907,control,returning,False,False,False,False,False
control_3908,control,new,True,True,True,False,False
control_3909,control,returning,True,True,True,False,False
control_3910,control,new,False,False,False,False,False
control_3911,control,new,True,False,False,False,False
control_3912,control,returning,True,False,False,False,False
control_3913,control,new,False,False,False,False,False
control_3914,control,new,False,False,False,False,False
control_3915,control,new,False,False,False,False,False
control_3916,control,new,False,False,False,False,False
control_3917,control,new,True,True,True,False,False
control_3918,control,returning,False,False,False,False,False
control_3919,control,new,True,True,True,False,False
control_3920,control,new,True,True,True,True,False
control_3921,control,returning,True,True,True,False,False
control_3922,control,new,False,False,False,False,False
control_3923,control,returning,True,True,True,False,False
control_3924,control,new,False,False,False,False,False
control_3925,control,new,True,True,True,False,False
control_3926,control,new,True,True,True,False,False
control_3927,control,returning,True,True,True,False,False
control_3928,control,new,True,True,True,False,False
control_3929,control,returning,True,False,False,False,False
control_3930,control,new,True,True,True,False,False
control_3931,control,new,True,True,True,False,False
control_3932,control,new,True,True,True,True,False
control_3933,control,new,True,True,False,False,False
control_3934,control,new,True,False,False,False,False
control_3935,control,new,True,True,True,False,False
control_3936,control,new,True,False,False,False,False
control_3937,control,returning,True,False,False,False,False
control_3938,control,new,True,True,True,False,False
control_3939,control,new,True,True,True,False,False
control_3940,control,new,True,True,True,False,False
control_3941,control,new,True,True,True,False,False
control_3942,control,new,True,True,True,True,False
control_3943,control,returning,True,True,True,False,False
control_3944,control,new,True,True,True,True,False
control_3945,control,returning,True,True,True,False,False
control_3946,control,new,False,False,False,False,False
control_3947,control,new,True,True,True,True,False
control_3948,control,returning,True,True,True,False,False
control_3949,control,new,False,False,False,False,False
control_3950,control,new,True,False,False,False,False
control_3951,control,returning,True,True,True,False,False
control_3952,control,returning,False,False,False,False,False
control_3953,control,returning,True,False,False,False,False
control_3954,control,new,False,False,False,False,False
control_3955,control,new,True,True,True,False,False
control_3956,control,returning,True,True,True,True,False
control_3957,control,returning,True,True,True,False,False
control_3958,control,new,True,True,True,True,False
control_3959,control,new,False,False,False,False,False
control_3960,control,new,True,True,True,False,False
control_3961,control,new,True,True,True,True,False
control_3962,control,returning,True,True,True,False,False
control_3963,control,new,True,True,False,False,False
control_3964,control,new,True,True,True,False,False
control_3965,control,new,False,False,False,False,False
control_3966,control,new,True,True,True,False,False
control_3967,control,new,False,False,False,False,False
control_3968,control,new,True,True,True,False,False
control_3969,control,new,True,True,True,False,False
control_3970,control,returning,True,True,True,False,False
control_3971,control,new,True,True,True,False,False
control_3972,control,new,True,False,False,False,False
control_3973,control,new,True,True,True,False,False
control_3974,control,new,False,False,False,False,False
control_3975,control,new,False,False,False,False,False
control_3976,control,new,False,False,False,False,False
control_3977,control,new,False,False,False,False,False
control_3978,control,new,False,False,False,False,False
control_3979,control,returning,True,False,False,False,False
control_3980,control,new,True,True,True,True,False
control_3981,control,new,False,False,False,False,False
control_3982,control,new,False,False,False,False,False
control_3983,control,new,False,False,False,False,False
control_3984,control,new,False,False,False,False,False
control_3985,control,new,True,True,True,False,False
control_3986,control,new,False,False,False,False,False
control_3987,control,new,False,False,False,False,False
control_3988,control,returning,True,False,False,False,False
control_3989,control,returning,False,False,False,False,False
control_3990,control,returning,True,False,False,False,False
control_3991,control,new,False,False,False,False,False
control_3992,control,new,True,False,False,False,False
control_3993,control,new,False,False,False,False,False
control_3994,control,new,True,True,True,False,False
control_3995,control,new,True,False,False,False,False
control_3996,control,new,True,True,False,False,False
control_3997,control,new,True,True,True,False,False
control_3998,control,new,True,False,False,False,False
control_3999,control,new,False,False,False,False,False
variant_0,variant,returning,True,True,True,False,False
variant_1,variant,new,False,False,False,False,False
variant_2,variant,new,True,True,True,True,False
variant_3,variant,new,True,False,False,False,False
variant_4,variant,new,False,False,False,False,False
variant_5,variant,new,False,False,False,False,False
variant_6,variant,new,True,False,False,False,False
variant_7,variant,returning,True,True,True,False,False
variant_8,variant,new,True,True,True,False,False
variant_9,variant,returning,True,True,True,True,False
variant_10,variant,returning,True,True,True,False,False
variant_11,variant,new,True,True,True,False,False
variant_12,variant,returning,True,True,True,False,False
variant_13,variant,new,True,True,True,True,False
variant_14,variant,returning,False,False,False,False,False
variant_15,variant,returning,False,False,False,False,False
variant_16,variant,returning,True,True,True,False,False
variant_17,variant,new,True,True,True,True,False
variant_18,variant,new,True,False,False,False,False
variant_19,variant,new,True,False,False,False,False
variant_20,variant,returning,False,False,False,False,False
variant_21,variant,new,True,True,True,False,False
variant_22,variant,new,True,False,False,False,False
variant_23,variant,new,True,True,True,True,False
variant_24,variant,new,True,True,True,False,False
variant_25,variant,new,True,True,True,True,False
variant_26,variant,new,True,True,True,False,False
variant_27,variant,new,True,True,True,False,False
variant_28,variant,new,True,True,True,False,False
variant_29,variant,new,False,False,False,False,False
variant_30,variant,new,True,True,True,True,False
variant_31,variant,new,True,True,True,False,False
variant_32,variant,returning,True,True,True,False,False
variant_33,variant,new,False,False,False,False,False
variant_34,variant,new,True,True,True,False,False
variant_35,variant,new,True,True,True,True,False
variant_36,variant,new,True,True,True,False,False
variant_37,variant,returning,True,True,False,False,False
variant_38,variant,returning,False,False,False,False,False
variant_39,variant,new,True,False,False,False,False
variant_40,variant,new,True,True,True,True,False
variant_41,variant,new,False,False,False,False,False
variant_42,variant,returning,True,False,False,False,False
variant_43,variant,new,True,False,False,False,False
variant_44,variant,returning,True,False,False,False,False
variant_45,variant,new,True,True,False,False,False
variant_46,variant,returning,False,False,False,False,False
variant_47,variant,new,True,True,True,False,False
variant_48,variant,new,True,True,True,False,False
variant_49,variant,new,False,False,False,False,False
variant_50,variant,new,True,False,False,False,False
variant_51,variant,returning,True,True,True,False,False
variant_52,variant,new,True,True,True,False,False
variant_53,variant,new,True,False,False,False,False
variant_54,variant,returning,True,True,True,False,False
variant_55,variant,new,True,True,True,False,False
variant_56,variant,new,True,True,True,False,False
variant_57,variant,new,True,True,True,False,False
variant_58,variant,new,True,True,True,False,False
variant_59,variant,returning,True,True,True,True,False
variant_60,variant,new,True,True,True,False,False
variant_61,variant,returning,True,True,False,False,False
variant_62,variant,new,True,True,False,False,False
variant_63,variant,new,True,True,True,False,False
variant_64,variant,returning,False,False,False,False,False
variant_65,variant,returning,False,False,False,False,False
variant_66,variant,new,True,True,True,False,False
variant_67,variant,new,False,False,False,False,False
variant_68,variant,new,True,True,False,False,False
variant_69,variant,returning,False,False,False,False,False
variant_70,variant,new,False,False,False,False,False
variant_71,variant,new,True,False,False,False,False
variant_72,variant,new,True,False,False,False,False
variant_73,variant,returning,True,True,True,True,False
variant_74,variant,new,True,True,True,False,False
variant_75,variant,returning,True,True,True,False,False
variant_76,variant,returning,True,True,True,True,False
variant_77,variant,new,True,True,True,False,False
variant_78,variant,new,False,False,False,False,False
variant_79,variant,new,False,False,False,False,False
variant_80,variant,new,True,True,True,False,False
variant_81,variant,returning,True,False,False,False,False
variant_82,variant,new,False,False,False,False,False
variant_83,variant,new,True,False,False,False,False
variant_84,variant,new,False,False,False,False,False
variant_85,variant,returning,True,True,True,True,False
variant_86,variant,new,True,True,True,False,False
variant_87,variant,returning,True,True,True,False,False
variant_88,variant,new,True,True,True,True,False
variant_89,variant,new,True,True,True,False,False
variant_90,variant,new,False,False,False,False,False
variant_91,variant,returning,True,True,True,True,False
variant_92,variant,returning,True,False,False,False,False
variant_93,variant,new,True,True,False,False,False
variant_94,variant,new,True,True,True,False,False
variant_95,variant,returning,True,True,True,False,False
variant_96,variant,returning,True,True,True,False,False
variant_97,variant,new,True,True,True,False,False
variant_98,variant,returning,False,False,False,False,False
variant_99,variant,returning,False,False,False,False,False
variant_100,variant,new,True,True,True,False,False
variant_101,variant,new,True,True,True,False,False
variant_102,variant,new,False,False,False,False,False
variant_103,variant,new,True,True,True,True,False
variant_104,variant,returning,True,True,True,True,False
variant_105,variant,new,True,True,True,True,False
variant_106,variant,new,True,True,True,False,False
variant_107,variant,new,True,True,True,False,False
variant_108,variant,returning,True,True,True,False,False
variant_109,variant,new,True,True,True,False,False
variant_110,variant,new,True,True,True,False,False
variant_111,variant,new,True,False,False,False,False
variant_112,variant,returning,True,True,True,False,False
variant_113,variant,new,True,True,True,False,False
variant_114,variant,new,True,True,True,False,False
variant_115,variant,returning,True,False,False,False,False
variant_116,variant,new,True,True,True,True,False
variant_117,variant,returning,True,False,False,False,False
variant_118,variant,new,True,False,False,False,False
variant_119,variant,returning,True,True,False,False,False
variant_120,variant,new,False,False,False,False,False
variant_121,variant,new,True,True,True,True,False
variant_122,variant,new,True,False,False,False,False
variant_123,variant,returning,True,False,False,False,False
variant_124,variant,returning,True,False,False,False,False
variant_125,variant,new,False,False,False,False,False
variant_126,variant,new,False,False,False,False,False
variant_127,variant,new,True,True,True,False,False
variant_128,variant,new,True,True,True,True,False
variant_129,variant,new,True,True,True,False,False
variant_130,variant,returning,True,True,True,True,True
variant_131,variant,new,True,True,True,False,False
variant_132,variant,returning,False,False,False,False,False
variant_133,variant,new,True,True,True,False,False
variant_134,variant,returning,False,False,False,False,False
variant_135,variant,new,False,False,False,False,False
variant_136,variant,new,True,True,True,False,False
variant_137,variant,returning,True,True,True,False,False
variant_138,variant,new,True,True,True,True,False
variant_139,variant,returning,False,False,False,False,False
variant_140,variant,returning,True,True,True,False,False
variant_141,variant,returning,True,True,True,False,False
variant_142,variant,returning,True,True,True,False,False
variant_143,variant,new,True,True,True,False,False
variant_144,variant,new,True,True,True,True,False
variant_145,variant,returning,False,False,False,False,False
variant_146,variant,new,True,False,False,False,False
variant_147,variant,new,True,True,True,False,False
variant_148,variant,new,True,True,True,False,False
variant_149,variant,returning,True,False,False,False,False
variant_150,variant,new,True,True,True,True,False
variant_151,variant,new,True,True,True,False,False
variant_152,variant,returning,False,False,False,False,False
variant_153,variant,returning,True,True,True,False,False
variant_154,variant,new,True,True,True,True,False
variant_155,variant,new,False,False,False,False,False
variant_156,variant,returning,True,True,True,False,False
variant_157,variant,new,False,False,False,False,False
variant_158,variant,returning,True,False,False,False,False
variant_159,variant,returning,True,True,True,False,False
variant_160,variant,new,True,False,False,False,False
variant_161,variant,new,True,True,False,False,False
variant_162,variant,new,False,False,False,False,False
variant_163,variant,new,False,False,False,False,False
variant_164,variant,new,True,True,False,False,False
variant_165,variant,new,True,True,True,False,False
variant_166,variant,returning,True,True,True,True,False
variant_167,variant,returning,True,True,True,False,False
variant_168,variant,new,True,True,True,False,False
variant_169,variant,new,True,True,True,True,False
variant_170,variant,new,True,True,True,False,False
variant_171,variant,new,True,True,True,True,False
variant_172,variant,new,True,True,True,False,False
variant_173,variant,new,True,True,True,False,False
variant_174,variant,new,True,True,True,False,False
variant_175,variant,new,True,True,True,False,False
variant_176,variant,new,True,False,False,False,False
variant_177,variant,returning,True,True,True,True,False
variant_178,variant,returning,True,True,True,False,False
variant_179,variant,returning,False,False,False,False,False
variant_180,variant,returning,True,True,True,False,False
variant_181,variant,new,True,True,False,False,False
variant_182,variant,new,True,True,True,False,False
variant_183,variant,returning,False,False,False,False,False
variant_184,variant,new,True,True,True,True,False
variant_185,variant,new,True,False,False,False,False
variant_186,variant,returning,True,True,False,False,False
variant_187,variant,returning,True,True,True,True,False
variant_188,variant,returning,False,False,False,False,False
variant_189,variant,new,False,False,False,False,False
variant_190,variant,returning,False,False,False,False,False
variant_191,variant,new,True,False,False,False,False
variant_192,variant,new,True,False,False,False,False
variant_193,variant,returning,True,True,True,False,False
variant_194,variant,new,False,False,False,False,False
variant_195,variant,returning,True,True,True,False,False
variant_196,variant,returning,True,True,False,False,False
variant_197,variant,returning,False,False,False,False,False
variant_198,variant,new,False,False,False,False,False
variant_199,variant,new,True,True,True,False,False
variant_200,variant,returning,True,True,False,False,False
variant_201,variant,new,True,False,False,False,False
variant_202,variant,new,True,True,True,True,False
variant_203,variant,new,True,True,True,False,False
variant_204,variant,new,True,True,True,False,False
variant_205,variant,returning,True,True,True,False,False
variant_206,variant,new,False,False,False,False,False
variant_207,variant,returning,False,False,False,False,False
variant_208,variant,new,False,False,False,False,False
variant_209,variant,new,False,False,False,False,False
variant_210,variant,new,True,False,False,False,False
variant_211,variant,returning,True,False,False,False,False
variant_212,variant,new,True,True,True,True,False
variant_213,variant,new,True,True,True,False,False
variant_214,variant,new,True,True,True,False,False
variant_215,variant,new,True,True,True,False,False
variant_216,variant,new,False,False,False,False,False
variant_217,variant,new,True,True,True,True,False
variant_218,variant,new,True,True,True,False,False
variant_219,variant,returning,False,False,False,False,False
variant_220,variant,new,True,False,False,False,False
variant_221,variant,returning,True,True,True,True,False
variant_222,variant,returning,True,True,True,False,False
variant_223,variant,returning,True,False,False,False,False
variant_224,variant,returning,True,True,True,False,False
variant_225,variant,new,True,True,True,False,False
variant_226,variant,new,False,False,False,False,False
variant_227,variant,new,True,True,True,False,False
variant_228,variant,new,True,True,True,False,False
variant_229,variant,returning,True,True,True,False,False
variant_230,variant,new,True,True,True,False,False
variant_231,variant,new,False,False,False,False,False
variant_232,variant,new,True,True,True,False,False
variant_233,variant,returning,False,False,False,False,False
variant_234,variant,new,False,False,False,False,False
variant_235,variant,new,True,True,True,False,False
variant_236,variant,new,False,False,False,False,False
variant_237,variant,returning,False,False,False,False,False
variant_238,variant,returning,False,False,False,False,False
variant_239,variant,new,True,True,True,False,False
variant_240,variant,returning,True,True,True,False,False
variant_241,variant,new,True,True,True,False,False
variant_242,variant,new,True,True,True,True,False
variant_243,variant,new,True,True,True,True,False
variant_244,variant,new,True,True,True,False,False
variant_245,variant,returning,True,False,False,False,False
variant_246,variant,new,False,False,False,False,False
variant_247,variant,returning,True,True,True,False,False
variant_248,variant,new,False,False,False,False,False
variant_249,variant,new,True,True,True,True,False
variant_250,variant,new,True,True,False,False,False
variant_251,variant,returning,False,False,False,False,False
variant_252,variant,new,True,True,True,False,False
variant_253,variant,new,True,True,True,False,False
variant_254,variant,new,False,False,False,False,False
variant_255,variant,new,False,False,False,False,False
variant_256,variant,new,False,False,False,False,False
variant_257,variant,returning,True,True,False,False,False
variant_258,variant,new,True,True,True,False,False
variant_259,variant,new,True,False,False,False,False
variant_260,variant,returning,True,True,True,False,False
variant_261,variant,returning,False,False,False,False,False
variant_262,variant,returning,True,True,True,False,False
variant_263,variant,new,True,True,True,False,False
variant_264,variant,returning,True,True,True,False,False
variant_265,variant,new,True,True,True,False,False
variant_266,variant,new,True,True,True,False,False
variant_267,variant,new,True,True,True,True,False
variant_268,variant,new,True,True,True,False,False
variant_269,variant,new,False,False,False,False,False
variant_270,variant,returning,True,False,False,False,False
variant_271,variant,new,True,True,True,False,False
variant_272,variant,new,True,False,False,False,False
variant_273,variant,new,True,False,False,False,False
variant_274,variant,new,True,True,True,True,False
variant_275,variant,returning,True,True,False,False,False
variant_276,variant,returning,True,True,True,False,False
variant_277,variant,returning,False,False,False,False,False
variant_278,variant,returning,False,False,False,False,False
variant_279,variant,new,False,False,False,False,False
variant_280,variant,new,True,True,True,True,False
variant_281,variant,new,True,True,True,False,False
variant_282,variant,returning,True,True,True,True,False
variant_283,variant,new,True,True,True,False,False
variant_284,variant,new,True,True,True,True,False
variant_285,variant,new,True,True,True,False,False
variant_286,variant,new,True,True,True,False,False
variant_287,variant,returning,True,True,True,False,False
variant_288,variant,returning,True,True,True,True,False
variant_289,variant,new,False,False,False,False,False
variant_290,variant,new,True,True,True,False,False
variant_291,variant,new,True,True,True,False,False
variant_292,variant,new,True,True,False,False,False
variant_293,variant,new,True,True,True,False,False
variant_294,variant,new,True,True,True,False,False
variant_295,variant,new,False,False,False,False,False
variant_296,variant,returning,True,True,True,False,False
variant_297,variant,returning,True,True,True,True,False
variant_298,variant,new,False,False,False,False,False
variant_299,variant,returning,True,True,True,False,False
variant_300,variant,returning,True,True,True,False,False
variant_301,variant,new,True,True,True,False,False
variant_302,variant,new,True,True,True,False,False
variant_303,variant,new,True,True,True,True,False
variant_304,variant,new,True,True,True,False,False
variant_305,variant,new,True,True,True,True,False
variant_306,variant,new,False,False,False,False,False
variant_307,variant,returning,True,True,False,False,False
variant_308,variant,returning,True,False,False,False,False
variant_309,variant,new,False,False,False,False,False
variant_310,variant,returning,True,True,True,False,False
variant_311,variant,returning,True,False,False,False,False
variant_312,variant,new,True,True,False,False,False
variant_313,variant,new,False,False,False,False,False
variant_314,variant,returning,False,False,False,False,False
variant_315,variant,returning,True,True,True,False,False
variant_316,variant,returning,True,True,True,True,False
variant_317,variant,new,True,True,True,False,False
variant_318,variant,returning,True,False,False,False,False
variant_319,variant,new,True,True,True,True,False
variant_320,variant,new,True,True,True,True,False
variant_321,variant,new,True,True,True,False,False
variant_322,variant,returning,True,True,True,False,False
variant_323,variant,new,False,False,False,False,False
variant_324,variant,new,True,True,True,False,False
variant_325,variant,returning,True,False,False,False,False
